substance_ID,assignment,substances,PubChemCID,CAS,synonyms,chemical,pharmco,street_smarts,trending,new_tags,AI_tags,pronunciation,sixwords,vernacular,notes,smiles1,status,R1 complete,tags,opioid,stimulant,psychedelic,cannabinoid,sedative,steroid,category
201.0,Nab,hydroxyzine,3658.0,68-88-2,,synthetic,antihistamine,"active agent, downer, over the counter",uncommon,likely pharmaceutical origin,"antihistamine, sedative, common",,"allergy medicine, unusual in street drugs",Atarax,"sometimes used for treatment of withdrawal symptoms, or as a mild as needed anti-anxiety treatment",C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,finalize,done,synthetic;antihistamine;active agent;downer;over the counter;uncommon;likely pharmaceutical origin;,,,,,,,other
202.0,Erin,ibogaine,197060.0,,,plant grown,"hallucinogen, psychedelic",active agent,international relevance,,,,"plant-based psychedelic, safety concerns",,psychoactive chemical derived primarily from iboga tree.  Explored for treatment of addiction until cardiotoxicity (Long QT) and other toxicity concerns arose. Illegal and/or international treatment centers still exist,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,finalize,to do,plant grown;hallucinogen;psychedelic;active agent;international relevance;,,,psychedelic,,,,psychedelic
203.0,Nab,ibogamine,100217.0,,,plant grown,human effects uncertain,,,,,,,,,CCC1CC2CC3C1N(C2)CCC4=C3NC5=CC=CC=C45,to do,to do,plant grown;human effects uncertain;,,,,,,,
204.0,Nab,ibuprofen,3672.0,15687-27-1,,,analgesic,"active agent, bulking agent, cut, over the counter",established,likely pharmaceutical origin,"fever/pain reliever, analgesic, common",,"Motrin, common pain non-prescription medicine","Motrin, Advil",,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,finalize,done,analgesic;active agent;bulking agent;cut;over the counter;established;likely pharmaceutical origin;,,,,,,,other
205.0,Nab,inositol,892.0,551-72-4,,"sweetener, synthetic",supplement,"bulking agent, cut, flavor",established,not psychoactive,"supplement, GCMS breakdown product, uncommon",e-nos-e-tall,"supplement/sweetener, powder heroin cut",,"""Inositol is a form of sugar found in your body, in some foods and as a supplement. Your body needs inositol for the development and growth of cells. But research suggests that inositol may have many potential health benefits."" https://my.clevelandclinic.org/health/drugs/25173-inositol. Not always detected in GCMS. Found in powder heroin throughout the USA",C1(C(C(C(C(C1O)O)O)O)O)O,finalize,done,sweetener;synthetic;supplement;bulking agent;cut;flavor;established;not psychoactive;,,,,,,,other
206.0,Erin,isopropylphenidate,68314762.0,93148-46-0,dimethylphenidate;ritalinic acid isopropyl ester;IPH;IPPD,"stimulant, synthetic",human effects uncertain,"active agent, night life, upper",uncommon,,"amphetamine & derivatives, stimulant, uncommon",,Newer Ritalin-like upper,,longer duration than methylphenidate. https://en.wikipedia.org/wiki/Isopropylphenidate,CC(C)OC(=O)C(C1CCCCN1)C2=CC=CC=C2,finalize,done,stimulant;synthetic;human effects uncertain;active agent;night life;upper;uncommon;,,stimulant,,,,,stimulant
207.0,,kavain,5281565.0,,,,,,,,,,,,,COC1=CC(=O)OC(C1)C=CC2=CC=CC=C2,to do,to do,,,,,,,,
208.0,Nab,ketamine,3821.0,6740-88-1,2-(2-chlorophenyl)-2-(methylamino)-cyclohexanone,,"anesthetic, dissociative anesthetic, dissociative, psychedelic, sedative, veterinary","active agent, downer, night life","established, historically popular, international relevance",,"dissociative anesthetic, dissociative, common",ke-tah-mean,Common nightlife sedative,Special K;Vitamin K;K,"Ketamine is a dissociative anaesthetic which is used recreationally in lower doses (generally snorted) as a dance drug at clubs and at higher doses (frequently injected) as a powerful psychedelic. has therapuetic uses in depression and surgical anesthesia procedures
https://www.erowid.org/chemicals/ketamine/ketamine.shtml",CNC1(CCCCC1=O)C2=CC=CC=C2Cl,finalize,done,anesthetic;dissociative;dissociative anesthetic;psychedelic;sedative;veterinary;active agent;downer;night life;established;historically popular;international relevance;,,,psychedelic,,sedative,,"sedative,psychedelic"
209.0,Nab,lactose,6134.0,63-42-3,,"sweetener, sugar",,"bulking agent, cut, flavor",established,not psychoactive,"sugar, common, GCMS breakdown product",lack-toes,"Milk sugar, common heroin cut",,Could cause diarrhea and bloating if eaten - lactose intolerance relatively common,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,finalize,done,sugar;sweetener;bulking agent;cut;flavor;established;not psychoactive;,,,,,,,other
210.0,Nab,levamisole,26879.0,14769-73-4,,"contaminant, cocaine impurity, impurity","anti-microbial, anti-parasitic","bulking agent, cut","established, historically popular","not psychoactive, likely pharmaceutical origin","anti-parasitic, cocaine cutting agent, common",le-vam-e-sol,"Cocaine cut causing wounds, serious complications",,"Currently (Summer 2024) found more on East Coast but appears in coke throughout the country. ""Levamisole is an immunomodulatory agent that was used to treat various cancers before being withdrawn from the United States market in 2000 because of adverse effects. Levamisole is currently approved as an antihelminthic agent in veterinary medicine, but is also being used illicitly as a cocaine adulterant. Potential complications associated with use of levamisole-laced cocaine include neutropenia, agranulocytosis, arthralgias, retiform purpura, and skin necrosis."" https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3498128/",C1CSC2=NC(CN21)C3=CC=CC=C3,finalize,done,cocaine impurity;contaminant;impurity;anti-microbial;anti-parasitic;bulking agent;cut;established;historically popular;likely pharmaceutical origin;not psychoactive;,,,,,,,other
211.0,Nab,levetiracetam,5284583.0,102767-28-2,,,anti-convulsant,active agent,uncommon,likely pharmaceutical origin,"anti-convulsant, uncommon, prescription",,Seizure medication,,,CCC(C(=O)N)N1CCCC1=O,tagging done,to do,anti-convulsant;active agent;uncommon;likely pharmaceutical origin;,,,,,,,other
212.0,Nab,lidocaine,3676.0,137-58-6,,,"anesthetic, numbing agent","active agent, topical/dermal",established,"not psychoactive, likely pharmaceutical origin","anesthetic, topical/dermal, common",lie-dough-cane,Common numbing agent with fentanyl,Lidocaine;Lidoderm;Xylocaine,"Found mixed with fentanyl nationwide, but more so in East Coast and Midwest. large doses (>1g) can stop the heart (asystole) or cause other cardiac electrical problems",CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,finalize,done,anesthetic;numbing agent;active agent;topical/dermal;established;likely pharmaceutical origin;not psychoactive;,,,,,,,other
213.0,Erin,lisdexamfetamine,11597698.0,608137-32-2,vyvanse,"stimulant, synthetic",,"active agent, upper",,likely pharmaceutical origin,"amphetamine & derivatives, stimulant, prescription",,adderrall-like ADHD treatment; upper,,prescribed stimulant (vyvanse) used primarily for treating ADHD,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N,finalize,to do,stimulant;synthetic;active agent;upper;likely pharmaceutical origin;,,stimulant,,,,,stimulant
214.0,,lorazepam,3958.0,,,,,,,,,,,,,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,,,,,,,,,,
215.0,Erin,lysergic acid amide,442072.0,478-94-4,LSA,synthetic,"hallucinogen, psychedelic",,,LSD impurity,"psychedelic, hallucinogen, uncommon",,,,,CN1CC(C=C2C1CC3=CNC4=CC=CC2=C34)C(=O)N,tagging done,to do,synthetic;hallucinogen;psychedelic;LSD impurity;,,,psychedelic,,,,psychedelic
216.0,Erin,lysergic acid diethylamide,5761.0,50-37-3,LSD,synthetic,"hallucinogen, psychedelic",active agent,,,"psychedelic, hallucinogen, uncommon",lie-surge-ick acid die-ethyl-am-id,psychedelic LSD; common since 1960s,,,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,finalize,to do,synthetic;hallucinogen;psychedelic;active agent;,,,psychedelic,,,,psychedelic
217.0,Erin,lysergic acid methyl ester,11414860.0,4579-64-0,,synthetic,"hallucinogen, psychedelic",,uncommon,LSD impurity,"psychedelic, hallucinogen, uncommon",,chemical like LSD but effects unknown,,chemical structure similar to LSD but no research/reports on human effects found,CN1CC(C=C2C1CC3=CNC4=CC=CC2=C34)C(=O)OC,finalize,to do,synthetic;hallucinogen;psychedelic;uncommon;LSD impurity;,,,psychedelic,,,,psychedelic
218.0,Nab,mannitol,6251.0,69-65-8,,"sweetener, artificial sweetener, synthetic",,"active agent, cut",emerging,"not psychoactive, diuretic","sugar, cutting agent, common",man-it-tol,"Diuretic with fentanyl, makes you pee",,Most common in eastern USA. Occurs naturally in some fruits and vegetables.,C(C(C(C(C(CO)O)O)O)O)O,tagging done,to do,artificial sweetener;sweetener;synthetic;active agent;cut;emerging;diuretic;not psychoactive;,,,,,,,other
219.0,Erin,MDA,1614.0,,,stimulant,"hallucinogen, psychedelic",active agent,established,,"amphetamine & derivatives, stimulant, psychedelic",,,,,CC(CC1=CC2=C(C=C1)OCO2)N,tagging done,to do,stimulant;hallucinogen;psychedelic;active agent;established;,,stimulant,psychedelic,,,,"psychedelic,stimulant"
220.0,Nab,MDMB-4en-PINACA,155804661.0,2504100-70-1,,"cannabinoid, synthetic, synthetic cannabinoid","human effects uncertain, sedative",active agent,emerging,,"synthetic, synthetic cannabinoid, GCMS breakdown product",,"common synthetic cannabinoids, health concerns",spice;K2,"We've detected more of this in NY than anywhere else. common in Ireland.  28+ case reports of deaths involving this, though health effects unclear",CC(C)(C)C(C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CCCC=C,finalize,done,cannabinoid;synthetic;synthetic cannabinoid;human effects uncertain;sedative;active agent;emerging;,,,,cannabinoid,sedative,,"cannabinoid,sedative"
221.0,Nab,MDMB-5-methyl INACA,,,,"cannabinoid, synthetic, synthetic cannabinoid","human effects uncertain, sedative","active agent, downer",uncommon,,"synthetic, synthetic cannabinoid, uncommon",,"ingredient to make synthetic ""weed""/vape liquid",,precursor for synthetic weed. Unclear what health effects are or level of pschotropic activity,O=C(N[C@H](C(OC)=O)C(C)(C)C)C1=NNC2=C1C=C(C)C=C2,finalize,done,cannabinoid;synthetic;synthetic cannabinoid;human effects uncertain;sedative;active agent;downer;uncommon;,,,,cannabinoid,sedative,,"cannabinoid,sedative"
222.0,Nab,MDMB-INACA,167713261.0,2709672-58-0,,"cannabinoid, synthetic, synthetic cannabinoid","human effects uncertain, sedative","active agent, downer",uncommon,,"synthetic, synthetic cannabinoid, GCMS breakdown product",,"ingredient to make synthetic ""weed""/vape liquid",spice;K2,precursor for synthetic weed. Unclear what health effects are or level of pschotropic activity,CC(C)(C)C(C(=O)OC)NC(=O)C1=NNC2=CC=CC=C21,finalize,done,cannabinoid;synthetic;synthetic cannabinoid;human effects uncertain;sedative;active agent;downer;uncommon;,,,,cannabinoid,sedative,,"cannabinoid,sedative"
223.0,Nate,meclonazepam,3033985.0,58662-84-3,"(3S)-5-(2-chlorophenyl)-3-methyl-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one",benzodiazepine,"anti-anxiety, muscle relaxant, sedative","active agent, downer",uncommon,,"benzodiazepine, sedative, uncommon",me-clo-naz-e-pam,designer non-prescription benzodiazepine,"benzo; downers; tranq, Tranks, chill pills",,CC1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,tagging done,to do,benzodiazepine;anti-anxiety;muscle relaxant;sedative;active agent;downer;uncommon;,,,,,sedative,,sedative
224.0,Nate,meconin,68437.0,569-31-3,"6,7-dimethoxyisobenzofuran-1(3H)-one","heroin impurity, opioid, weak opioid",human effects uncertain,,established,metabolite,"opioid, impurity, GCMS breakdown product",,Heroin impurity,,,COC1=C(C2=C(COC2=O)C=C1)OC,tagging done,to do,heroin impurity;opioid;weak opioid;human effects uncertain;established;metabolite;,opioid,,,,,,opioid
225.0,Erin,medetomidine,68602.0,86347-14-0,,"alpha-2 agonist, synthetic","anesthetic, dissociative anesthetic, sedative","active agent, downer",,,"veterinary, alpha-2 agonist, uncommon",,,,,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,tagging done,to do,alpha-2 agonist;synthetic;anesthetic;dissociative anesthetic;sedative;active agent;downer;,,,,,sedative,,sedative
226.0,Nate,melatonin,896.0,73-31-4,5-methoxy-N-acetyltryptamine; MEL; melatonina; MLT; N-acetyl-5-methoxytryptamine; pineal hormone.,hormone,supplement,"active agent, downer",uncommon,"indoleamine, sleep aid","hormone, supplement, common",,over the counter supplement for sleep,Melliquid; mellow tonin; somniset,,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,tagging done,to do,hormone;supplement;active agent;downer;uncommon;indoleamine;sleep aid;,,,,,,steroid,steroid
227.0,,memantine,4054.0,,,,,,,,,,,,,CC12CC3CC(C1)(CC(C3)(C2)N)C,to do,to do,,,,,,,,
228.0,Nab,menthol,1254.0,1490-04-6,,,,flavor,"established, uncommon",not psychoactive,"flavor, topical/dermal, common",men-thol,Minty flavor common in cigarettes,,"Inexplicably found in NC samples also containing 1,3-Diacetin.",CC1CCC(C(C1)O)C(C)C,finalize,done,flavor;established;uncommon;not psychoactive;,,,,,,,other
229.0,Erin,mescaline,4076.0,54-04-6,,plant grown,,active agent,"established, historically popular",,"psychedelic, hallucinogen, uncommon",,,,,COC1=CC(=CC(=C1OC)OC)CCN,tagging done,to do,plant grown;active agent;established;historically popular;,,,,,,,other
230.0,Nab,metandienone,6300.0,,methandrostenolone,"hormone, human growth hormone, steroid",muscle builder,active agent,uncommon,"not psychoactive, likely pharmaceutical origin",,,Body building steroid Dianabol,Dianabol; D-Bol,androgen and anabolic steroid,CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C,finalize,done,hormone;human growth hormone;steroid;muscle builder;active agent;uncommon;likely pharmaceutical origin;not psychoactive;,,,,,,steroid,steroid
231.0,Nate,methadone,4095.0,76-99-3,Dolophine;Methadose,"opioid, synthetic",analgesic,"active agent, downer",established,"likely pharmaceutical origin, Opioid use disorder treatment, prescription uses","opioid, maintenance treatment, common",meth-a-don,pain / opioid disorder treatment / abuse risk,"Amidone, Fizzies With MDMA: Chocolate Chip Cookies",,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,tagging done,to do,opioid;synthetic;analgesic;active agent;downer;established;Opioid use disorder treatment;likely pharmaceutical origin;prescription uses;,opioid,,,,,,opioid
232.0,Erin,methamphetamine,10836.0,537-46-2,,"stimulant, synthetic",,"active agent, upper",,appetite suppressant,"amphetamine & derivatives, stimulant, common",meth-am-fet-a-mean,,,,CC(CC1=CC=CC=C1)NC,tagging done,to do,stimulant;synthetic;active agent;upper;appetite suppressant;,,stimulant,,,,,stimulant
233.0,Nate,methandrostenolone,6300.0,72-63-9,"metandienone; methandrostenolone; Dianabol; Anabol, Averbol, Chinlipan, Danabol, Dronabol, Metanabol, Methandon, Naposim, Reforvit-B, Vetanabol","semi-synthetic, steroid",muscle builder,active agent,established,,"steroid, anabolic, common",,"once pharmaceutical, now illegal anabolic steroid","arnolds, gym candy, pumpers, roids, stackers, weight trainers, juice",originally approved for androgen replacement therapy but has been withdrawn from market and is a US schedule III substance,CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C,tagging done,to do,semi-synthetic;steroid;muscle builder;active agent;established;,,,,,,steroid,steroid
234.0,Erin,methaqualone,6292.0,72-44-6,,"barbiturate, synthetic","dissociative, sedative","active agent, downer","historically popular, international relevance",quinazolinone,"sedative, depressant, uncommon",,Classic Quaalude﻿ popular in 1960-70s,Mandrax;ludes;Quaalude;disco biscuits,sedative hypnotic;  mixed GABA-A receptor modulator,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,finalize,done,barbiturate;synthetic;dissociative;sedative;active agent;downer;historically popular;international relevance;quinazolinone;,,,,,sedative,,sedative
235.0,Nate,methenolone enanthate,248271.0,303-42-4,"Methenolone enanthate; Metenolone heptanoate; Metenolone 17β-enanthate; NSC-64967; SH-601; SQ-16374; 1-Methyl-4,5α-dihydrotestosterone 17β-heptanoate; 1-Methyl-DHT heptanoate; 1-Methyl-5α-androst-1-en-17β-ol-3-one 17β-heptanoate",steroid,muscle builder,active agent,"established, international relevance",,"steroid, anabolic, uncommon",,"anabolic steroid / performance enhancer, prescribed internationally","arnolds, gym candy, pumpers, roids, stackers, weight trainers, juice.","used for the treatment of anemia in the past, now illegal in US",CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C(=CC(=O)C4)C)C)C,tagging done,to do,steroid;muscle builder;active agent;established;international relevance;,,,,,,steroid,steroid
236.0,Nab,methocarbamol,4107.0,532-03-6,,,"analgesic, muscle relaxant","active agent, bulking agent, cut",,likely pharmaceutical origin,"muscle relaxant, sedative, common",,Muscle relaxant Robaxin,Robaxin,prescription muscle relaxant,COC1=CC=CC=C1OCC(COC(=O)N)O,finalize,done,analgesic;muscle relaxant;active agent;bulking agent;cut;likely pharmaceutical origin;,,,,,,,other
237.0,Erin,methoxisopropamine,163192824.0,,MXiPR;isopropyloxetamine,,"anesthetic, dissociative anesthetic, hallucinogen, psychedelic, human effects uncertain",active agent,,arylcyclohexylamine,"ketamine impurity, dissociative, GCMS breakdown product",,Designer drug like ketamine,,,CC(C)NC1(CCCCC1=O)C2=CC(=CC=C2)OCÂ Â,to do,to do,anesthetic;dissociative anesthetic;hallucinogen;human effects uncertain;psychedelic;active agent;arylcyclohexylamine;,,,psychedelic,,,,
238.0,Erin,methyl ecgonidine,119478.0,43021-26-7,MED,cocaine impurity,,,established,,"cocaine impurity, stimulant, GCMS breakdown product",,,,,CN1C2CCC1C(=CC2)C(=O)OC,tagging done,to do,cocaine impurity;established;,,,,,,,other
239.0,Nab,methyl salicylate,4133.0,119-36-8,,,,,,,"flavor, topical/dermal, over the counter",,,,,COC(=O)C1=CC=CC=C1O,to do,to do,,,,,,,,
240.0,,methylenedioxynitazene,,94758-80-2,,,,,,,,,,,,OC(CC(O)=O)(C(O)=O)CC(O)=O.CCN(CC)CCN1C(CC2=CC=C3C(OCO3)=C2)=NC4=CC([N+]([O-])=O)=CC=C41,,,,,,,,,,
78.0,,AB-MDMSBA,,,,,,,,,,,,,,CC1=CC=C(C(N[C@@H](C(C)C)C(N)=O)=O)C=C1S(N(C)C)(=O)=O,,,,,,,,,,
241.0,Erin,methylone,45789647.0,186028-79-5,MDMC,"stimulant, substituted cathinone, synthetic",,"active agent, upper",established,,"substituted cathinone, stimulant, emerging",,,bath salts,,CC(C(=O)C1=CC2=C(C=C1)OCO2)NC,tagging done,to do,stimulant;substituted cathinone;synthetic;active agent;upper;established;,,stimulant,,,,,stimulant
242.0,Nab,methylparaben,7456.0,99-76-3,,paraben,"inert, preservative",non-toxic,uncommon,contaminant,"preservative, GCMS breakdown product, common",,"Preservative in cosmetics, food, medications",,"Can be naturally occurring in some fruits, also added to cosmetics to prevent bacterial growth.studies show metabolized and excreted in urine without bodily buildup or toxicity. https://en.wikipedia.org/wiki/Methylparaben",COC(=O)C1=CC=C(C=C1)O,finalize,done,paraben;inert;preservative;non-toxic;uncommon;contaminant;,,,,,,,other
243.0,Erin,methylphenidate,4158.0,113-45-1,,"stimulant, synthetic",,"active agent, upper",established,"appetite suppressant, likely pharmaceutical origin","amphetamine & derivatives, stimulant, prescription",,Common ADHD medication Ritalin,Ritalin,,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,tagging done,to do,stimulant;synthetic;active agent;upper;established;appetite suppressant;likely pharmaceutical origin;,,stimulant,,,,,stimulant
244.0,,methysticin,5281567.0,,,,,,,,,,,,,COC1=CC(=O)OC(C1)C=CC2=CC3=C(C=C2)OCO3,to do,to do,,,,,,,,
245.0,Nate,metonitazene,53316366.0,14680-51-4,"N,N-diethyl-2-(2-(4-methoxybenzyl)-5-nitro-1H-benzo[d]imidazol-1-yl)ethan-1-amine","opioid, nitazene, synthetic",human effects uncertain,"active agent, downer","concern, emerging",,"nitazene, opioid, synthetic",,"rare, emerging, potent opioid",nitazene,"Most common in Tennessee, structurally similar to etonitazene. First synthesized in 1950s but emerged in the US starting 2020. Likely just as, if not more, potent than fentanyl.",CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OC,tagging done,to do,nitazene;opioid;synthetic;human effects uncertain;active agent;downer;concern;emerging;,opioid,,,,,,opioid
246.0,Nate,midazolam,4192.0,59467-70-8,"Versed; 8-chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a] [1,4]benzodiazepine",benzodiazepine,"anti-anxiety, muscle relaxant, sedative","active agent, downer","established, uncommon","likely pharmaceutical origin, prescription","benzodiazepine, sedative, common",,prescription benzodiazepine,"Versed; benzo; downers; tranq, Tranks, chill pills",,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4FÂ Â,tagging done,to do,benzodiazepine;anti-anxiety;muscle relaxant;sedative;active agent;downer;established;uncommon;likely pharmaceutical origin;prescription;,,,,,sedative,,sedative
247.0,Nate,mitragynine,3034396.0,4098-40-2,kratom,"opioid, weak opioid, plant grown",human effects uncertain,active agent,"emerging, international relevance",indole alkaloid,"opioid, alkaloid, emerging",,"plant product, opioid, recreational and herbal uses",kratom,active agent found in SE asian plant product known as kratum,CCC1CN2CCC3=C(C2CC1C(=COC)C(=O)OC)NC4=C3C(=CC=C4)OC,tagging done,to do,opioid;plant grown;weak opioid;human effects uncertain;active agent;emerging;international relevance;indole alkaloid;,opioid,,,,,,opioid
248.0,Nab,MMB-FUBINACA,119026173.0,1971007-92-7,,"cannabinoid, synthetic, synthetic cannabinoid","human effects uncertain, sedative","active agent, downer",uncommon,,"synthetic, synthetic cannabinoid, emerging",,"Synthetic ""weed""/vape liquid, health concerns",,established synthetic cannabinoid; schedule I; multiple incidences of serious adverse health events when smoked. https://en.wikipedia.org/wiki/AMB-FUBINACA,CC(C)[C@@H](C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CC3=CC=C(C=C3)FÂ Â,finalize,done,cannabinoid;synthetic;synthetic cannabinoid;human effects uncertain;sedative;active agent;downer;uncommon;,,,,cannabinoid,sedative,,"cannabinoid,sedative"
249.0,Nate,morphine,5288826.0,57-27-2,"morphia, Statex®, MS Contin®, Oramorph®, (4R,4aR,7S,7aR,12bS)-3-Methyl-2,3,4,4a,7,7a-hexahydro-1H-4,12-methano[1]benzofuro[3,2-e]isoquinoline-7,9-diol","opioid, plant grown","analgesic, anti-tussive",,established,prescription uses,"opioid, analgesic, common",mor-feen,pain and cough medication / abuse risk,"Street Title. Dreamer, Emsel, First Line, God's Drug, Hows, MS, Mister Blue, Morph, Morpho, Unkie",,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,tagging done,to do,opioid;plant grown;analgesic;anti-tussive;established;prescription uses;,opioid,,,,,,opioid
250.0,Nab,MTMP,92387.0,71868-10-5,MMMP;2-methyl-4'-(methylthio)-2-Morpholinopropiophenone;2-methyl-1-(4-methylsulfanylphenyl)-2-morpholin-4-ylpropan-1-one,"industrial chemical, substituted cathinone, synthetic",human effects uncertain,,uncommon,"not psychoactive, plastic impurity","MDMA impurity, impurity, GCMS breakdown product",,"related to bath salts, health concerns",,Rare substituted cathinone. Could be toxic https://pubmed.ncbi.nlm.nih.gov/22293358/,CC(C)(C(=O)C1=CC=C(C=C1)SC)N2CCOCC2,finalize,done,industrial chemical;substituted cathinone;synthetic;human effects uncertain;uncommon;not psychoactive;plastic impurity;,,,,,,,other
251.0,,"N,N-di(beta-phenylisopropyl)amine",99869.0,10509-86-1,,,,,,,,,,,,CC(CC1=CC=CC=C1)NC(C)CC2=CC=CC=C2,,,,,,,,,,
252.0,,"N,N-diamine",,,,,,,,,,,,,,,to do,to do,,,,,,,,
253.0,,"N,N-diethylaniline",7061.0,,,,,,,,,,,,,CCN(CC)C1=CC=CC=C1,to do,to do,,,,,,,,
254.0,Erin,"N,N-Dimethylamphetamine",20006.0,4075-96-1,DMA;dimetamfetamine,"impurity, methamphetamine impurity, stimulant, synthetic",,"active agent, upper",uncommon,,"amphetamine & derivatives, stimulant, upper",,"Weak upper, less toxic than meth",Metrotonin,"Dimethylamphetamine has weaker stimulant effects than amphetamine or methamphetamine and is considerably less addictive and less neurotoxic compared to methamphetamine. still schedule I
https://en.wikipedia.org/wiki/Dimethylamphetamine",CC(CC1=CC=CC=C1)N(C)C,finalize,done,impurity;methamphetamine impurity;stimulant;synthetic;active agent;upper;uncommon;,,stimulant,,,,,stimulant
255.0,Erin,"N,N-dimethylpentylone",119057570.0,803614-36-0,dipentylone;beta-keto-dimethylbenzodioxolylpentanamine,"stimulant, substituted cathinone",human effects uncertain,"active agent, upper","emerging, international relevance",,"substituted cathinone, stimulant, upper",,,,,CCCC(C(=O)C1=CC2=C(C=C1)OCO2)N(C)C,tagging done,to do,stimulant;substituted cathinone;human effects uncertain;active agent;upper;emerging;international relevance;,,stimulant,,,,,stimulant
256.0,Erin,"N,N-dimethyltryptamine",6089.0,61-50-7,DMT,"stimulant, synthetic",psychedelic,,,typtamine,"psychedelic, hallucinogen, tryptamine",,,,,CN(C)CCC1=CNC2=CC=CC=C21,tagging done,to do,stimulant;synthetic;psychedelic;typtamine;,,stimulant,psychedelic,,,,"psychedelic,stimulant"
257.0,,N-(1-phenethyl-4-piperidyl)-N-benzylpropanamide,14129724.0,,,,,,,,,,,,,CCC(=O)N(CC1=CC=CC=C1)C2CCN(CC2)CCC3=CC=CC=C3,,,,,,,,,,
258.0,,N-(acetyl)-thebaol,14129724.0,,,,,,,,,,,,,CCC(=O)N(CC1=CC=CC=C1)C2CCN(CC2)CCC3=CC=CC=C3,,,,,,,,,,
259.0,Erin,N-acetyl 2C-B,77134568.0,,,"stimulant, synthetic","hallucinogen, psychedelic, human effects uncertain",,,2CB impurity,"psychedelic, hallucinogen, uncommon",,,,,CCNCCC1=CC(=C(C=C1OC)Br)OC.Cl,to do,to do,stimulant;synthetic;hallucinogen;human effects uncertain;psychedelic;2CB impurity;,,stimulant,psychedelic,,,,
260.0,Nab,N-acetylmethamphetamine,526655.0,27765-80-6,,"amphetamine & derivatives, GCMS breakdown product, methamphetamine impurity, stimulant, synthetic",,upper,established,,"methamphetamine impurity, impurity, GCMS breakdown product",,Meth impurity or lab test artifact,,By-product formed in the synthesis of methamphetamine from pseudoephedrine. It can also be formed as an analytical artifact in the injector during GC-MS analysis.,CC(CC1=CC=CC=C1)N(C)C(=O)C,finalize,done,GCMS breakdown product;amphetamine & derivatives;methamphetamine impurity;stimulant;synthetic;upper;established;,,stimulant,,,,,stimulant
261.0,Nate,N-benzyl para-fluoro norfentanyl,10545121.0,202859-28-7,"N-(4-fluorophenyl)-N-[1-(phenylmethyl)-4-piperidinyl]-propanamide, monohydrochloride","opioid, fentanyl analogue, synthetic","analgesic, human effects uncertain, sedative",active agent,,uncertain,"fentanyl analogue, fentanyl precursor, synthetic",,"related to fentanyl, effects unknown","May be called the same names as fentanyl products (which include Apache, China girl, China town, dance fever, friend, goodfellas, greatb ear, he-man, jackpot, king ivory, murder 8, poison, tango and cash,TNT)","chemical structure similar to fentanyl, but limited data available on effects including high and toxicities",CCC(=O)N(C1CCN(CC1)CC2=CC=CC=C2)C3=CC=C(C=C3)F,finalize,done,fentanyl analogue;opioid;synthetic;analgesic;human effects uncertain;sedative;active agent;uncertain;,opioid,,,,sedative,,"opioid,sedative"
262.0,,N-benzyl-N-cyclohexylamine,204463.0,,,,,,,,,,,,,C1CCC(CC1)NCC2=CC=CC=C2,,,,,,,,,,
263.0,Nab,N-benzylcyclohexanamine,204463.0,4383-25-9,,synthetic,human effects uncertain,,,,"impurity, GCMS breakdown product, uncommon",,,,,C1CCC(CC1)NCC2=CC=CC=C2,tagging done,to do,synthetic;human effects uncertain;,,,,,,,other
